yr,mnth,decdate,tas,prc
1916,5,1916.458333,-0.513,17
1916,6,1916.541667,-0.299,17
1916,7,1916.625,-0.286,17
1916,8,1916.708333,-0.239,17
1916,9,1916.791667,-0.348,17
1916,10,1916.875,-0.537,17
1916,11,1916.958333,-0.845,17
1917,0,1917.041667,-0.553,17
1917,1,1917.125,-1.195,17
1917,2,1917.208333,-1.071,17
1917,3,1917.291667,-0.75,17
1917,4,1917.375,-1.152,17
1917,5,1917.458333,-0.427,17
1917,6,1917.541667,-0.124,17
1917,7,1917.625,-0.448,17
1917,8,1917.708333,-0.253,17
1917,9,1917.791667,-0.608,17
1917,10,1917.875,-0.413,17
1917,11,1917.958333,-1.06,17
1918,0,1918.041667,-0.844,17
1918,1,1918.125,-0.643,17
1918,2,1918.208333,-0.591,17
1918,3,1918.291667,-0.61,17
1918,4,1918.375,-0.747,17
1918,5,1918.458333,-0.352,17
1918,6,1918.541667,-0.514,17
1918,7,1918.625,-0.392,17
1918,8,1918.708333,-0.366,17
1918,9,1918.791667,-0.008,17
1918,10,1918.875,-0.311,17
1918,11,1918.958333,-0.239,17
1919,0,1919.041667,-0.06,17
1919,1,1919.125,-0.223,17
1919,2,1919.208333,-0.435,17
1919,3,1919.291667,-0.025,17
1919,4,1919.375,-0.302,17
1919,5,1919.458333,-0.082,17
1919,6,1919.541667,-0.232,17
1919,7,1919.625,-0.281,16
1919,8,1919.708333,-0.192,16
1919,9,1919.791667,-0.335,16
1919,10,1919.875,-0.716,16
1919,11,1919.958333,-0.373,16
1920,0,1920.041667,-0.19,16
1920,1,1920.125,-0.435,17
1920,2,1920.208333,-0.218,16
1920,3,1920.291667,-0.368,16
1920,4,1920.375,-0.275,17
1920,5,1920.458333,-0.278,17
1920,6,1920.541667,-0.201,17
1920,7,1920.625,-0.288,16
1920,8,1920.708333,-0.139,16
1920,9,1920.791667,-0.404,17
1920,10,1920.875,-0.489,17
1920,11,1920.958333,-0.451,16
1921,0,1921.041667,0.135,17
1921,1,1921.125,-0.198,17
1921,2,1921.208333,-0.137,17
1921,3,1921.291667,-0.143,17
1921,4,1921.375,0.062,18
1921,5,1921.458333,0.028,17
1921,6,1921.541667,-0.075,18
1921,7,1921.625,-0.395,17
1921,8,1921.708333,-0.204,17
1921,9,1921.791667,-0.299,18
1921,10,1921.875,-0.557,18
1921,11,1921.958333,-0.203,18
1922,0,1922.041667,-0.552,18
1922,1,1922.125,-0.425,18
1922,2,1922.208333,-0.338,18
1922,3,1922.291667,-0.053,18
1922,4,1922.375,-0.228,18
1922,5,1922.458333,-0.248,18
1922,6,1922.541667,-0.281,18
1922,7,1922.625,-0.312,18
1922,8,1922.708333,-0.178,18
1922,9,1922.791667,-0.298,18
1922,10,1922.875,-0.14,18
1922,11,1922.958333,-0.197,18
1923,0,1923.041667,0.004,18
1923,1,1923.125,-0.485,18
1923,2,1923.208333,-0.296,18
1923,3,1923.291667,-0.591,18
1923,4,1923.375,-0.374,18
1923,5,1923.458333,-0.263,18
1923,6,1923.541667,-0.547,18
1923,7,1923.625,-0.538,18
1923,8,1923.708333,-0.287,18
1923,9,1923.791667,-0.25,19
1923,10,1923.875,0.001,18
1923,11,1923.958333,0.104,18
1924,0,1924.041667,-0.438,19
1924,1,1924.125,-0.489,19
1924,2,1924.208333,-0.479,19
1924,3,1924.291667,-0.656,19
1924,4,1924.375,-0.401,19
1924,5,1924.458333,-0.193,18
1924,6,1924.541667,-0.223,19
1924,7,1924.625,-0.268,19
1924,8,1924.708333,-0.165,19
1924,9,1924.791667,-0.235,19
1924,10,1924.875,-0.292,19
1924,11,1924.958333,-0.654,19
1925,0,1925.041667,-0.49,19
1925,1,1925.125,-0.175,19
1925,2,1925.208333,-0.299,19
1925,3,1925.291667,-0.179,19
1925,4,1925.375,-0.434,19
1925,5,1925.458333,-0.322,19
1925,6,1925.541667,-0.456,19
1925,7,1925.625,-0.149,19
1925,8,1925.708333,-0.392,19
1925,9,1925.791667,-0.555,19
1925,10,1925.875,-0.12,19
1925,11,1925.958333,0.148,19
1926,0,1926.041667,0.283,19
1926,1,1926.125,0.493,19
1926,2,1926.208333,0.067,19
1926,3,1926.291667,-0.247,20
1926,4,1926.375,-0.547,20
1926,5,1926.458333,-0.138,20
1926,6,1926.541667,-0.212,20
1926,7,1926.625,-0.048,20
1926,8,1926.708333,-0.039,20
1926,9,1926.791667,-0.066,20
1926,10,1926.875,0.027,20
1926,11,1926.958333,-0.434,20
1927,0,1927.041667,-0.214,20
1927,1,1927.125,-0.183,20
1927,2,1927.208333,-0.328,20
1927,3,1927.291667,-0.399,20
1927,4,1927.375,-0.497,20
1927,5,1927.458333,-0.257,20
1927,6,1927.541667,-0.134,20
1927,7,1927.625,-0.23,20
1927,8,1927.708333,-0.062,20
1927,9,1927.791667,0.122,20
1927,10,1927.875,-0.022,20
1927,11,1927.958333,-0.73,20
1928,0,1928.041667,-0.052,20
1928,1,1928.125,-0.181,20
1928,2,1928.208333,-0.403,20
1928,3,1928.291667,-0.156,20
1928,4,1928.375,-0.383,20
1928,5,1928.458333,-0.53,20
1928,6,1928.541667,-0.125,20
1928,7,1928.625,-0.112,20
1928,8,1928.708333,-0.024,20
1928,9,1928.791667,-0.063,20
1928,10,1928.875,0.097,20
1928,11,1928.958333,-0.064,20
1929,0,1929.041667,-0.518,20
1929,1,1929.125,-1.035,20
1929,2,1929.208333,-0.478,20
1929,3,1929.291667,-0.596,20
1929,4,1929.375,-0.495,20
1929,5,1929.458333,-0.391,20
1929,6,1929.541667,-0.43,20
1929,7,1929.625,-0.242,20
1929,8,1929.708333,-0.283,20
1929,9,1929.791667,-0.044,20
1929,10,1929.875,-0.046,20
1929,11,1929.958333,-0.616,20
1930,0,1930.041667,-0.394,20
1930,1,1930.125,-0.087,20
1930,2,1930.208333,-0.093,20
1930,3,1930.291667,-0.171,20
1930,4,1930.375,-0.287,20
1930,5,1930.458333,0.015,20
1930,6,1930.541667,-0.05,20
1930,7,1930.625,-0.125,20
1930,8,1930.708333,-0.214,20
1930,9,1930.791667,-0.285,20
1930,10,1930.875,0.039,20
1930,11,1930.958333,-0.102,20
1931,0,1931.041667,-0.013,21
1931,1,1931.125,-0.303,21
1931,2,1931.208333,-0.247,21
1931,3,1931.291667,-0.384,21
1931,4,1931.375,-0.354,21
1931,5,1931.458333,-0.036,21
1931,6,1931.541667,0.012,21
1931,7,1931.625,-0.006,21
1931,8,1931.708333,-0.156,21
1931,9,1931.791667,0.04,21
1931,10,1931.875,-0.303,21
1931,11,1931.958333,0.056,21
1932,0,1932.041667,0.704,21
1932,1,1932.125,-0.348,21
1932,2,1932.208333,-0.493,21
1932,3,1932.291667,0.015,21
1932,4,1932.375,-0.232,21
1932,5,1932.458333,-0.195,21
1932,6,1932.541667,-0.037,21
1932,7,1932.625,-0.15,21
1932,8,1932.708333,0.01,21
1932,9,1932.791667,-0.001,21
1932,10,1932.875,-0.174,21
1932,11,1932.958333,-0.116,21
1933,0,1933.041667,-0.383,21
1933,1,1933.125,-0.48,21
1933,2,1933.208333,-0.369,22
1933,3,1933.291667,-0.255,22
1933,4,1933.375,-0.203,22
1933,5,1933.458333,-0.18,22
1933,6,1933.541667,-0.155,22
1933,7,1933.625,-0.127,22
1933,8,1933.708333,-0.1,22
1933,9,1933.791667,-0.028,22
1933,10,1933.875,-0.374,22
1933,11,1933.958333,-0.773,22
1934,0,1934.041667,-0.103,22
1934,1,1934.125,-0.078,22
1934,2,1934.208333,-0.331,22
1934,3,1934.291667,-0.366,22
1934,4,1934.375,0.138,22
1934,5,1934.458333,0.001,22
1934,6,1934.541667,0.042,22
1934,7,1934.625,0.007,22
1934,8,1934.708333,-0.132,22
1934,9,1934.791667,-0.11,22
1934,10,1934.875,0.013,22
1934,11,1934.958333,0.013,22
1935,0,1935.041667,-0.367,22
1935,1,1935.125,0.487,22
1935,2,1935.208333,-0.041,22
1935,3,1935.291667,-0.542,22
1935,4,1935.375,-0.429,22
1935,5,1935.458333,-0.182,22
1935,6,1935.541667,-0.073,22
1935,7,1935.625,-0.115,22
1935,8,1935.708333,-0.222,22
1935,9,1935.791667,0.073,22
1935,10,1935.875,-0.408,22
1935,11,1935.958333,-0.254,22
1936,0,1936.041667,-0.21,22
1936,1,1936.125,-0.698,23
1936,2,1936.208333,-0.292,23
1936,3,1936.291667,-0.334,23
1936,4,1936.375,-0.158,23
1936,5,1936.458333,-0.087,23
1936,6,1936.541667,0.262,23
1936,7,1936.625,0.056,23
1936,8,1936.708333,-0.098,23
1936,9,1936.791667,-0.007,23
1936,10,1936.875,0.014,23
1936,11,1936.958333,0.121,23
1937,0,1937.041667,-0.298,23
1937,1,1937.125,0.03,23
1937,2,1937.208333,-0.523,23
1937,3,1937.291667,-0.346,23
1937,4,1937.375,-0.113,23
1937,5,1937.458333,0.041,23
1937,6,1937.541667,-0.066,23
1937,7,1937.625,0.159,23
1937,8,1937.708333,0.152,23
1937,9,1937.791667,0.195,23
1937,10,1937.875,0.099,23
1937,11,1937.958333,-0.218,23
1938,0,1938.041667,0.019,23
1938,1,1938.125,0.071,23
1938,2,1938.208333,0.286,23
1938,3,1938.291667,0.211,23
1938,4,1938.375,0.102,23
1938,5,1938.458333,-0.035,23
1938,6,1938.541667,0.05,23
1938,7,1938.625,-0.014,23
1938,8,1938.708333,0.174,23
1938,9,1938.791667,0.374,23
1938,10,1938.875,0.196,23
1938,11,1938.958333,-0.247,23
1939,0,1939.041667,0.17,23
1939,1,1939.125,-0.022,24
1939,2,1939.208333,-0.454,23
1939,3,1939.291667,-0.222,24
1939,4,1939.375,0.093,24
1939,5,1939.458333,0.13,23
1939,6,1939.541667,-0.059,24
1939,7,1939.625,0.007,24
1939,8,1939.708333,-0.225,24
1939,9,1939.791667,-0.322,23
1939,10,1939.875,-0.182,23
1939,11,1939.958333,0.402,23
1940,0,1940.041667,-0.617,23
1940,1,1940.125,-0.137,23
1940,2,1940.208333,-0.09,23
1940,3,1940.291667,-0.114,23
1940,4,1940.375,-0.194,23
1940,5,1940.458333,0.166,23
1940,6,1940.541667,0.143,23
1940,7,1940.625,0.009,23
1940,8,1940.708333,0.135,24
1940,9,1940.791667,-0.024,24
1940,10,1940.875,-0.118,24
1940,11,1940.958333,0.336,23
1941,0,1941.041667,-0.156,25
1941,1,1941.125,0.081,25
1941,2,1941.208333,-0.246,25
1941,3,1941.291667,0.034,25
1941,4,1941.375,-0.039,25
1941,5,1941.458333,0.121,25
1941,6,1941.541667,0.185,25
1941,7,1941.625,0.035,25
1941,8,1941.708333,-0.223,25
1941,9,1941.791667,0.131,25
1941,10,1941.875,-0.138,25
1941,11,1941.958333,-0.04,25
1942,0,1942.041667,0.091,25
1942,1,1942.125,-0.298,25
1942,2,1942.208333,-0.097,25
1942,3,1942.291667,-0.047,25
1942,4,1942.375,-0.101,25
1942,5,1942.458333,0.063,25
1942,6,1942.541667,-0.127,25
1942,7,1942.625,0.051,25
1942,8,1942.708333,0.1,25
1942,9,1942.791667,0.006,25
1942,10,1942.875,0.032,25
1942,11,1942.958333,-0.092,25
1943,0,1943.041667,-0.339,26
1943,1,1943.125,0.113,26
1943,2,1943.208333,-0.272,26
1943,3,1943.291667,-0.006,26
1943,4,1943.375,-0.078,25
1943,5,1943.458333,-0.283,26
1943,6,1943.541667,-0.008,25
1943,7,1943.625,-0.3,25
1943,8,1943.708333,-0.039,25
1943,9,1943.791667,0.312,25
1943,10,1943.875,-0.125,25
1943,11,1943.958333,0.191,25
1944,0,1944.041667,0.488,25
1944,1,1944.125,0.141,25
1944,2,1944.208333,-0.03,26
1944,3,1944.291667,-0.169,25
1944,4,1944.375,-0.158,25
1944,5,1944.458333,-0.012,25
1944,6,1944.541667,0.104,25
1944,7,1944.625,0.162,25
1944,8,1944.708333,0.382,25
1944,9,1944.791667,0.279,25
1944,10,1944.875,-0.032,26
1944,11,1944.958333,-0.302,25
1945,0,1945.041667,-0.193,26
1945,1,1945.125,-0.367,26
1945,2,1945.208333,-0.133,26
1945,3,1945.291667,0.126,25
1945,4,1945.375,-0.342,26
1945,5,1945.458333,-0.13,26
1945,6,1945.541667,-0.191,26
1945,7,1945.625,0.406,25
1945,8,1945.708333,0.12,26
1945,9,1945.791667,0.058,26
1945,10,1945.875,-0.12,26
1945,11,1945.958333,-0.537,26
1946,0,1946.041667,0.039,26
1946,1,1946.125,0.138,26
1946,2,1946.208333,-0.269,26
1946,3,1946.291667,0.063,26
1946,4,1946.375,-0.065,26
1946,5,1946.458333,-0.28,26
1946,6,1946.541667,0,26
1946,7,1946.625,-0.036,26
1946,8,1946.708333,0.07,26
1946,9,1946.791667,-0.19,26
1946,10,1946.875,-0.02,26
1946,11,1946.958333,-0.427,26
1947,0,1947.041667,-0.158,27
1947,1,1947.125,-0.21,27
1947,2,1947.208333,-0.029,27
1947,3,1947.291667,0.033,27
1947,4,1947.375,-0.022,27
1947,5,1947.458333,0.137,27
1947,6,1947.541667,-0.056,27
1947,7,1947.625,0.031,27
1947,8,1947.708333,-0.036,27
1947,9,1947.791667,0.163,27
1947,10,1947.875,0.013,27
1947,11,1947.958333,-0.258,27
1948,0,1948.041667,0.242,27
1948,1,1948.125,-0.131,27
1948,2,1948.208333,-0.445,27
1948,3,1948.291667,-0.128,27
1948,4,1948.375,0.039,27
1948,5,1948.458333,0.106,27
1948,6,1948.541667,-0.105,27
1948,7,1948.625,-0.109,27
1948,8,1948.708333,0.004,27
1948,9,1948.791667,0.052,27
1948,10,1948.875,-0.101,27
1948,11,1948.958333,-0.147,27
1949,0,1949.041667,0.204,28
1949,1,1949.125,-0.394,28
1949,2,1949.208333,-0.367,28
1949,3,1949.291667,-0.216,28
1949,4,1949.375,-0.163,28
1949,5,1949.458333,-0.213,28
1949,6,1949.541667,-0.112,28
1949,7,1949.625,-0.059,28
1949,8,1949.708333,-0.092,28
1949,9,1949.791667,0.012,28
1949,10,1949.875,-0.02,28
1949,11,1949.958333,-0.284,28
1950,0,1950.041667,-0.594,29
1950,1,1950.125,-0.361,29
1950,2,1950.208333,-0.251,29
1950,3,1950.291667,-0.279,29
1950,4,1950.375,-0.171,29
1950,5,1950.458333,-0.102,29
1950,6,1950.541667,-0.187,29
1950,7,1950.625,-0.312,29
1950,8,1950.708333,-0.173,29
1950,9,1950.791667,-0.29,29
1950,10,1950.875,-0.635,29
1950,11,1950.958333,-0.299,29
1951,0,1951.041667,-0.495,33
1951,1,1951.125,-0.698,33
1951,2,1951.208333,-0.324,33
1951,3,1951.291667,-0.187,33
1951,4,1951.375,-0.075,33
1951,5,1951.458333,-0.071,33
1951,6,1951.541667,-0.049,34
1951,7,1951.625,0.023,34
1951,8,1951.708333,0.102,34
1951,9,1951.791667,0.028,34
1951,10,1951.875,-0.026,34
1951,11,1951.958333,0.233,34
1952,0,1952.041667,0.284,34
1952,1,1952.125,0.075,34
1952,2,1952.208333,-0.253,34
1952,3,1952.291667,-0.069,34
1952,4,1952.375,-0.054,34
1952,5,1952.458333,-0.088,34
1952,6,1952.541667,0.065,34
1952,7,1952.625,0.051,34
1952,8,1952.708333,0.07,34
1952,9,1952.791667,-0.106,34
1952,10,1952.875,-0.425,34
1952,11,1952.958333,-0.117,34
1953,0,1953.041667,0.075,34
1953,1,1953.125,0.101,34
1953,2,1953.208333,0.166,34
1953,3,1953.291667,0.097,34
1953,4,1953.375,-0.032,34
1953,5,1953.458333,0.081,34
1953,6,1953.541667,-0.148,34
1953,7,1953.625,0.058,34
1953,8,1953.708333,0.06,34
1953,9,1953.791667,0.07,34
1953,10,1953.875,-0.123,34
1953,11,1953.958333,0.156,34
1954,0,1954.041667,-0.443,35
1954,1,1954.125,-0.206,35
1954,2,1954.208333,-0.272,35
1954,3,1954.291667,-0.283,35
1954,4,1954.375,-0.317,35
1954,5,1954.458333,-0.189,35
1954,6,1954.541667,-0.229,35
1954,7,1954.625,-0.102,35
1954,8,1954.708333,-0.054,35
1954,9,1954.791667,-0.018,35
1954,10,1954.875,0.114,35
1954,11,1954.958333,-0.213,35
1955,0,1955.041667,0.228,35
1955,1,1955.125,-0.094,35
1955,2,1955.208333,-0.629,35
1955,3,1955.291667,-0.362,35
1955,4,1955.375,-0.257,35
1955,5,1955.458333,-0.143,35
1955,6,1955.541667,-0.292,35
1955,7,1955.625,-0.044,35
1955,8,1955.708333,-0.047,35
1955,9,1955.791667,-0.074,35
1955,10,1955.875,-0.327,35
1955,11,1955.958333,-0.411,35
1956,0,1956.041667,-0.415,35
1956,1,1956.125,-0.651,35
1956,2,1956.208333,-0.512,36
1956,3,1956.291667,-0.483,36
1956,4,1956.375,-0.463,36
1956,5,1956.458333,-0.304,36
1956,6,1956.541667,-0.255,36
1956,7,1956.625,-0.376,36
1956,8,1956.708333,-0.405,36
1956,9,1956.791667,-0.268,36
1956,10,1956.875,-0.482,35
1956,11,1956.958333,-0.408,35
1957,0,1957.041667,-0.274,36
1957,1,1957.125,-0.23,36
1957,2,1957.208333,-0.31,36
1957,3,1957.291667,-0.136,36
1957,4,1957.375,-0.08,36
1957,5,1957.458333,0.049,35
1957,6,1957.541667,-0.212,35
1957,7,1957.625,-0.01,35
1957,8,1957.708333,0.011,35
1957,9,1957.791667,-0.029,36
1957,10,1957.875,0.186,36
1957,11,1957.958333,0.362,36
1958,0,1958.041667,0.402,36
1958,1,1958.125,0.237,36
1958,2,1958.208333,0.052,36
1958,3,1958.291667,0.116,36
1958,4,1958.375,0.073,35
1958,5,1958.458333,-0.01,35
1958,6,1958.541667,0.076,36
1958,7,1958.625,-0.086,36
1958,8,1958.708333,-0.123,36
1958,9,1958.791667,0.028,35
1958,10,1958.875,0.135,36
1958,11,1958.958333,0.002,36
1959,0,1959.041667,0.063,36
1959,1,1959.125,0.042,36
1959,2,1959.208333,0.155,36
1959,3,1959.291667,0.033,36
1959,4,1959.375,-0.178,36
1959,5,1959.458333,0.081,36
1959,6,1959.541667,0.075,36
1959,7,1959.625,-0.028,36
1959,8,1959.708333,0.026,36
1959,9,1959.791667,-0.157,36
1959,10,1959.875,-0.18,36
1959,11,1959.958333,-0.019,36
1960,0,1960.041667,0.053,36
1960,1,1960.125,0.297,36
1960,2,1960.208333,-0.581,36
1960,3,1960.291667,-0.298,36
1960,4,1960.375,-0.414,36
1960,5,1960.458333,-0.004,36
1960,6,1960.541667,-0.14,36
1960,7,1960.625,-0.057,36
1960,8,1960.708333,0.023,36
1960,9,1960.791667,0.045,36
1960,10,1960.875,-0.184,36
1960,11,1960.958333,0.184,36
1961,0,1961.041667,0.076,36
1961,1,1961.125,0.208,36
1961,2,1961.208333,0.082,36
1961,3,1961.291667,0.079,36
1961,4,1961.375,0.076,36
1961,5,1961.458333,0.054,36
1961,6,1961.541667,-0.04,36
1961,7,1961.625,-0.006,36
1961,8,1961.708333,0.065,36
1961,9,1961.791667,0.029,36
1961,10,1961.875,-0.006,36
1961,11,1961.958333,-0.149,36
1962,0,1962.041667,0.078,36
1962,1,1962.125,0.165,36
1962,2,1962.208333,-0.061,36
1962,3,1962.291667,-0.07,36
1962,4,1962.375,-0.141,36
1962,5,1962.458333,-0.078,36
1962,6,1962.541667,-0.112,36
1962,7,1962.625,-0.057,36
1962,8,1962.708333,0.022,36
1962,9,1962.791667,0.114,36
1962,10,1962.875,0.078,36
1962,11,1962.958333,0.044,36
1963,0,1963.041667,-0.166,37
1963,1,1963.125,0.283,37
1963,2,1963.208333,-0.217,37
1963,3,1963.291667,-0.208,37
1963,4,1963.375,-0.127,37
1963,5,1963.458333,-0.102,37
1963,6,1963.541667,0.075,37
1963,7,1963.625,0.022,36
1963,8,1963.708333,0.112,37
1963,9,1963.791667,0.308,36
1963,10,1963.875,0.1,37
1963,11,1963.958333,-0.102,36
1964,0,1964.041667,0.011,36
1964,1,1964.125,-0.283,37
1964,2,1964.208333,-0.366,37
1964,3,1964.291667,-0.25,36
1964,4,1964.375,-0.164,36
1964,5,1964.458333,-0.287,36
1964,6,1964.541667,-0.223,36
1964,7,1964.625,-0.276,36
1964,8,1964.708333,-0.217,37
1964,9,1964.791667,-0.399,36
1964,10,1964.875,-0.265,37
1964,11,1964.958333,-0.501,36
1965,0,1965.041667,-0.103,37
1965,1,1965.125,-0.306,37
1965,2,1965.208333,-0.298,37
1965,3,1965.291667,-0.439,37
1965,4,1965.375,-0.209,36
1965,5,1965.458333,-0.016,36
1965,6,1965.541667,-0.29,36
1965,7,1965.625,-0.183,36
1965,8,1965.708333,-0.139,37
1965,9,1965.791667,-0.054,37
1965,10,1965.875,-0.196,36
1965,11,1965.958333,-0.097,36
1966,0,1966.041667,-0.143,37
1966,1,1966.125,-0.063,37
1966,2,1966.208333,-0.041,37
1966,3,1966.291667,-0.197,37
1966,4,1966.375,-0.194,37
1966,5,1966.458333,0.098,37
1966,6,1966.541667,-0.021,37
1966,7,1966.625,-0.09,37
1966,8,1966.708333,-0.077,37
1966,9,1966.791667,-0.174,37
1966,10,1966.875,-0.15,37
1966,11,1966.958333,-0.421,37
1967,0,1967.041667,-0.19,37
1967,1,1967.125,-0.383,37
1967,2,1967.208333,-0.212,37
1967,3,1967.291667,-0.075,37
1967,4,1967.375,0.083,37
1967,5,1967.458333,-0.274,37
1967,6,1967.541667,-0.177,37
1967,7,1967.625,-0.093,37
1967,8,1967.708333,-0.138,37
1967,9,1967.791667,0.259,37
1967,10,1967.875,-0.07,37
1967,11,1967.958333,-0.158,37
1968,0,1968.041667,-0.311,37
1968,1,1968.125,-0.3,37
1968,2,1968.208333,0.18,37
1968,3,1968.291667,-0.28,37
1968,4,1968.375,-0.398,37
1968,5,1968.458333,-0.274,37
1968,6,1968.541667,-0.132,37
1968,7,1968.625,-0.184,37
1968,8,1968.708333,-0.192,37
1968,9,1968.791667,-0.122,37
1968,10,1968.875,-0.119,37
1968,11,1968.958333,-0.306,37
1969,0,1969.041667,-0.463,37
1969,1,1969.125,-0.478,37
1969,2,1969.208333,-0.153,37
1969,3,1969.291667,0.052,37
1969,4,1969.375,0.038,37
1969,5,1969.458333,-0.059,37
1969,6,1969.541667,0.081,37
1969,7,1969.625,0.017,37
1969,8,1969.708333,-0.083,37
1969,9,1969.791667,-0.056,37
1969,10,1969.875,0.137,37
1969,11,1969.958333,0.177,37
1970,0,1970.041667,-0.04,37
1970,1,1970.125,0.31,37
1970,2,1970.208333,-0.195,37
1970,3,1970.291667,0.086,37
1970,4,1970.375,-0.079,37
1970,5,1970.458333,0.138,37
1970,6,1970.541667,0,37
1970,7,1970.625,-0.029,36
1970,8,1970.708333,0.008,37
1970,9,1970.791667,-0.106,37
1970,10,1970.875,-0.117,37
1970,11,1970.958333,-0.278,37
1971,0,1971.041667,-0.096,36
1971,1,1971.125,-0.38,36
1971,2,1971.208333,-0.387,36
1971,3,1971.291667,-0.35,36
1971,4,1971.375,-0.35,36
1971,5,1971.458333,-0.333,35
1971,6,1971.541667,-0.125,35
1971,7,1971.625,-0.098,35
1971,8,1971.708333,0.011,36
1971,9,1971.791667,-0.081,36
1971,10,1971.875,-0.095,36
1971,11,1971.958333,-0.117,35
1972,0,1972.041667,-0.633,36
1972,1,1972.125,-0.595,36
1972,2,1972.208333,-0.296,36
1972,3,1972.291667,-0.189,36
1972,4,1972.375,-0.112,35
1972,5,1972.458333,0.031,35
1972,6,1972.541667,-0.04,35
1972,7,1972.625,-0.087,35
1972,8,1972.708333,-0.117,35
1972,9,1972.791667,-0.109,35
1972,10,1972.875,-0.104,35
1972,11,1972.958333,0.183,35
1973,0,1973.041667,0.273,35
1973,1,1973.125,0.431,35
1973,2,1973.208333,0.389,35
1973,3,1973.291667,0.225,35
1973,4,1973.375,0.144,35
1973,5,1973.458333,0.258,35
1973,6,1973.541667,0.091,35
1973,7,1973.625,0.021,35
1973,8,1973.708333,-0.057,35
1973,9,1973.791667,0.031,35
1973,10,1973.875,-0.168,35
1973,11,1973.958333,-0.084,35
1974,0,1974.041667,-0.452,35
1974,1,1974.125,-0.574,35
1974,2,1974.208333,-0.243,35
1974,3,1974.291667,-0.208,35
1974,4,1974.375,-0.247,35
1974,5,1974.458333,-0.229,35
1974,6,1974.541667,-0.071,35
1974,7,1974.625,-0.189,35
1974,8,1974.708333,-0.318,35
1974,9,1974.791667,-0.341,34
1974,10,1974.875,-0.273,35
1974,11,1974.958333,-0.329,34
1975,0,1975.041667,0.02,35
1975,1,1975.125,-0.102,35
1975,2,1975.208333,-0.064,35
1975,3,1975.291667,-0.05,35
1975,4,1975.375,-0.026,35
1975,5,1975.458333,-0.022,35
1975,6,1975.541667,-0.03,34
1975,7,1975.625,-0.169,34
1975,8,1975.708333,0.056,34
1975,9,1975.791667,-0.251,34
1975,10,1975.875,-0.298,34
1975,11,1975.958333,-0.331,33
1976,0,1976.041667,-0.203,34
1976,1,1976.125,-0.355,35
1976,2,1976.208333,-0.702,35
1976,3,1976.291667,-0.275,35
1976,4,1976.375,-0.315,35
1976,5,1976.458333,-0.285,35
1976,6,1976.541667,-0.258,35
1976,7,1976.625,-0.295,34
1976,8,1976.708333,-0.26,34
1976,9,1976.791667,-0.593,34
1976,10,1976.875,-0.408,34
1976,11,1976.958333,-0.206,34
1977,0,1977.041667,-0.401,35
1977,1,1977.125,0.15,35
1977,2,1977.208333,0.268,35
1977,3,1977.291667,0.187,34
1977,4,1977.375,0.008,34
1977,5,1977.458333,0.151,34
1977,6,1977.541667,0.043,34
1977,7,1977.625,-0.021,34
1977,8,1977.708333,0.022,34
1977,9,1977.791667,0.071,34
1977,10,1977.875,0.291,34
1977,11,1977.958333,0.035,33
1978,0,1978.041667,0.029,35
1978,1,1978.125,0.042,35
1978,2,1978.208333,0.134,35
1978,3,1978.291667,0.002,34
1978,4,1978.375,-0.051,35
1978,5,1978.458333,-0.151,34
1978,6,1978.541667,-0.019,34
1978,7,1978.625,-0.237,34
1978,8,1978.708333,-0.081,34
1978,9,1978.791667,-0.122,34
1978,10,1978.875,0.048,34
1978,11,1978.958333,-0.108,34
1979,0,1979.041667,-0.074,34
1979,1,1979.125,-0.171,34
1979,2,1979.208333,0.078,34
1979,3,1979.291667,-0.182,34
1979,4,1979.375,-0.083,33
1979,5,1979.458333,0.105,34
1979,6,1979.541667,0.049,33
1979,7,1979.625,0.119,34
1979,8,1979.708333,0.066,34
1979,9,1979.791667,0.183,34
1979,10,1979.875,0.133,34
1979,11,1979.958333,0.58,34
1980,0,1980.041667,0.081,34
1980,1,1980.125,0.179,34
1980,2,1980.208333,0.008,33
1980,3,1980.291667,0.223,33
1980,4,1980.375,0.292,33
1980,5,1980.458333,0.129,33
1980,6,1980.541667,0.016,33
1980,7,1980.625,0.074,33
1980,8,1980.708333,0.085,33
1980,9,1980.791667,0.087,33
1980,10,1980.875,0.284,33
1980,11,1980.958333,0.135,33
1981,0,1981.041667,0.526,35
1981,1,1981.125,0.478,35
1981,2,1981.208333,0.419,35
1981,3,1981.291667,0.372,35
1981,4,1981.375,0.157,34
1981,5,1981.458333,0.086,35
1981,6,1981.541667,0.086,34
1981,7,1981.625,0.162,35
1981,8,1981.708333,0.095,35
1981,9,1981.791667,-0.051,35
1981,10,1981.875,0.047,35
1981,11,1981.958333,0.42,35
1982,0,1982.041667,-0.052,34
1982,1,1982.125,0.045,34
1982,2,1982.208333,-0.157,34
1982,3,1982.291667,0.02,34
1982,4,1982.375,0.073,34
1982,5,1982.458333,-0.096,34
1982,6,1982.541667,0.002,34
1982,7,1982.625,0.108,34
1982,8,1982.708333,0.115,35
1982,9,1982.791667,-0.101,35
1982,10,1982.875,0.012,34
1982,11,1982.958333,0.414,34
1983,0,1983.041667,0.631,34
1983,1,1983.125,0.532,35
1983,2,1983.208333,0.36,35
1983,3,1983.291667,0.198,35
1983,4,1983.375,0.217,34
1983,5,1983.458333,0.109,34
1983,6,1983.541667,0.228,34
